"meal_id","meal_time","food_id","user_id","serving_size","rating"
73,"2022-11-15 08:13:55+09",49,11,400,1
74,"2022-11-15 17:24:15+09",11,11,250,0
74,"2022-11-15 17:24:15+09",14,11,250,0
74,"2022-11-15 17:24:15+09",34,11,250,0
75,"2022-11-15 22:40:57+09",4,11,100,0
75,"2022-11-15 22:40:57+09",19,11,100,0
75,"2022-11-15 22:40:57+09",43,11,100,2
76,"2022-04-20 13:37:58+09",17,11,250,4
76,"2022-04-20 13:37:58+09",21,11,250,2
76,"2022-04-20 13:37:58+09",45,11,250,2
77,"2022-04-20 19:38:18+09",3,11,250,5
77,"2022-04-20 19:38:18+09",24,11,250,2
77,"2022-04-20 19:38:18+09",38,11,250,0
78,"2022-04-20 23:50:00+09",9,11,25,4
78,"2022-04-20 23:50:00+09",25,11,25,2
78,"2022-04-20 23:50:00+09",47,11,25,2
79,"2022-07-31 07:50:31+09",22,11,250,3
79,"2022-07-31 07:50:31+09",32,11,250,3
79,"2022-07-31 07:50:31+09",48,11,250,0
80,"2022-07-31 18:52:22+09",18,11,25,3
80,"2022-07-31 18:52:22+09",42,11,25,0
80,"2022-07-31 18:52:22+09",43,11,25,0
81,"2022-07-31 21:02:05+09",7,11,500,4
81,"2022-07-31 21:02:05+09",17,11,500,4
81,"2022-07-31 21:02:05+09",22,11,500,2
82,"2022-11-06 13:00:12+09",18,11,50,4
82,"2022-11-06 13:00:12+09",24,11,50,3
82,"2022-11-06 13:00:12+09",26,11,50,0
83,"2022-11-06 18:45:18+09",17,11,250,0
83,"2022-11-06 18:45:18+09",22,11,250,2
83,"2022-11-06 18:45:18+09",27,11,250,0
84,"2022-11-06 20:27:33+09",11,11,250,4
84,"2022-11-06 20:27:33+09",40,11,250,1
84,"2022-11-06 20:27:33+09",42,11,250,0
85,"2022-07-08 09:19:24+09",7,11,250,5
85,"2022-07-08 09:19:24+09",19,11,250,3
85,"2022-07-08 09:19:24+09",28,11,250,0
86,"2022-07-08 19:09:03+09",8,11,500,5
86,"2022-07-08 19:09:03+09",20,11,500,0
86,"2022-07-08 19:09:03+09",45,11,500,0
87,"2022-07-08 20:06:07+09",14,11,250,0
87,"2022-07-08 20:06:07+09",35,11,250,3
87,"2022-07-08 20:06:07+09",42,11,250,0
88,"2022-02-07 07:13:31+09",4,11,200,0
88,"2022-02-07 07:13:31+09",20,11,200,0
88,"2022-02-07 07:13:31+09",43,11,200,2
89,"2022-02-07 18:57:45+09",5,11,25,0
89,"2022-02-07 18:57:45+09",11,11,25,3
89,"2022-02-07 18:57:45+09",22,11,25,2
90,"2022-02-07 23:17:06+09",1,11,300,0
90,"2022-02-07 23:17:06+09",14,11,300,3
90,"2022-02-07 23:17:06+09",47,11,300,1
91,"2022-05-31 09:54:03+09",24,11,200,0
91,"2022-05-31 09:54:03+09",37,11,200,3
91,"2022-05-31 09:54:03+09",45,11,200,0
92,"2022-05-31 19:40:01+09",23,11,250,0
92,"2022-05-31 19:40:01+09",33,11,250,0
92,"2022-05-31 19:40:01+09",39,11,250,0
93,"2022-05-31 21:17:03+09",28,11,300,0
93,"2022-05-31 21:17:03+09",43,11,300,2
93,"2022-05-31 21:17:03+09",49,11,300,2
94,"2022-04-23 07:08:31+09",1,11,100,4
94,"2022-04-23 07:08:31+09",25,11,100,0
94,"2022-04-23 07:08:31+09",36,11,100,3
95,"2022-04-23 18:18:02+09",3,11,200,0
95,"2022-04-23 18:18:02+09",37,11,200,3
95,"2022-04-23 18:18:02+09",43,11,200,0
96,"2022-04-23 23:33:58+09",18,11,500,3
96,"2022-04-23 23:33:58+09",19,11,500,3
96,"2022-04-23 23:33:58+09",40,11,500,1
97,"2022-01-07 08:20:11+09",9,11,300,4
97,"2022-01-07 08:20:11+09",16,11,300,3
97,"2022-01-07 08:20:11+09",20,11,300,3
98,"2022-01-07 17:50:02+09",35,11,250,3
98,"2022-01-07 17:50:02+09",36,11,250,0
98,"2022-01-07 17:50:02+09",45,11,250,2
99,"2022-01-07 22:07:10+09",9,11,50,5
99,"2022-01-07 22:07:10+09",28,11,50,3
99,"2022-01-07 22:07:10+09",36,11,50,3
100,"2022-08-12 08:01:01+09",9,11,200,5
100,"2022-08-12 08:01:01+09",14,11,200,3
100,"2022-08-12 08:01:01+09",29,11,200,3
101,"2022-08-12 17:03:54+09",12,11,500,3
101,"2022-08-12 17:03:54+09",15,11,500,4
101,"2022-08-12 17:03:54+09",39,11,500,0
102,"2022-08-12 22:32:51+09",2,11,250,0
102,"2022-08-12 22:32:51+09",27,11,250,2
102,"2022-08-12 22:32:51+09",39,11,250,0
103,"2022-12-27 08:29:36+09",19,11,250,4
103,"2022-12-27 08:29:36+09",26,11,250,0
103,"2022-12-27 08:29:36+09",32,11,250,3
104,"2022-12-27 18:32:14+09",29,11,50,0
104,"2022-12-27 18:32:14+09",37,11,50,3
104,"2022-12-27 18:32:14+09",46,11,50,0
105,"2022-12-27 22:29:00+09",2,11,100,0
105,"2022-12-27 22:29:00+09",38,11,100,2
105,"2022-12-27 22:29:00+09",46,11,100,2
106,"2022-12-08 09:01:41+09",6,11,25,4
106,"2022-12-08 09:01:41+09",29,11,25,3
106,"2022-12-08 09:01:41+09",36,11,25,2
107,"2022-12-08 18:36:35+09",1,11,300,5
107,"2022-12-08 18:36:35+09",4,11,300,0
107,"2022-12-08 18:36:35+09",6,11,300,5
108,"2022-12-08 20:47:27+09",2,11,100,4
108,"2022-12-08 20:47:27+09",20,11,100,3
108,"2022-12-08 20:47:27+09",24,11,100,3
109,"2022-08-22 08:20:23+09",6,11,500,4
109,"2022-08-22 08:20:23+09",24,11,500,2
109,"2022-08-22 08:20:23+09",46,11,500,2
110,"2022-08-22 19:45:37+09",25,11,25,2
110,"2022-08-22 19:45:37+09",30,11,25,0
110,"2022-08-22 19:45:37+09",48,11,25,0
111,"2022-08-22 20:31:06+09",32,11,300,2
111,"2022-08-22 20:31:06+09",42,11,300,1
111,"2022-08-22 20:31:06+09",47,11,300,2
112,"2022-09-13 11:40:22+09",9,11,50,4
112,"2022-09-13 11:40:22+09",25,11,50,0
112,"2022-09-13 11:40:22+09",45,11,50,2
113,"2022-09-13 17:11:01+09",17,11,250,3
113,"2022-09-13 17:11:01+09",36,11,250,3
113,"2022-09-13 17:11:01+09",37,11,250,3
114,"2022-09-13 22:53:16+09",5,11,250,5
114,"2022-09-13 22:53:16+09",8,11,250,0
114,"2022-09-13 22:53:16+09",45,11,250,0
115,"2022-05-20 09:13:16+09",12,11,400,3
115,"2022-05-20 09:13:16+09",30,11,400,3
115,"2022-05-20 09:13:16+09",39,11,400,0
116,"2022-05-20 18:06:18+09",18,11,400,4
116,"2022-05-20 18:06:18+09",38,11,400,3
116,"2022-05-20 18:06:18+09",44,11,400,1
117,"2022-05-20 22:54:30+09",5,11,250,5
117,"2022-05-20 22:54:30+09",16,11,250,3
117,"2022-05-20 22:54:30+09",22,11,250,0
118,"2022-08-25 12:21:53+09",9,11,25,0
118,"2022-08-25 12:21:53+09",22,11,25,3
118,"2022-08-25 12:21:53+09",27,11,25,0
119,"2022-08-25 17:26:22+09",14,11,400,3
119,"2022-08-25 17:26:22+09",28,11,400,3
119,"2022-08-25 17:26:22+09",46,11,400,1
120,"2022-08-25 23:55:54+09",3,11,200,5
120,"2022-08-25 23:55:54+09",15,11,200,0
120,"2022-08-25 23:55:54+09",21,11,200,3
121,"2022-08-05 13:29:30+09",19,11,250,3
121,"2022-08-05 13:29:30+09",37,11,250,3
121,"2022-08-05 13:29:30+09",46,11,250,1
122,"2022-08-05 18:42:52+09",31,11,100,0
122,"2022-08-05 18:42:52+09",34,11,100,0
122,"2022-08-05 18:42:52+09",39,11,100,0
123,"2022-08-05 20:10:58+09",13,11,100,4
123,"2022-08-05 20:10:58+09",17,11,100,3
123,"2022-08-05 20:10:58+09",23,11,100,3
124,"2022-01-24 10:45:34+09",3,11,250,4
124,"2022-01-24 10:45:34+09",13,11,250,3
124,"2022-01-24 10:45:34+09",41,11,250,0
125,"2022-01-24 18:29:07+09",12,11,200,4
125,"2022-01-24 18:29:07+09",31,11,200,3
125,"2022-01-24 18:29:07+09",39,11,200,2
126,"2022-01-24 22:20:10+09",10,11,400,0
126,"2022-01-24 22:20:10+09",24,11,400,3
126,"2022-01-24 22:20:10+09",31,11,400,3
127,"2022-01-29 09:15:37+09",10,11,400,0
127,"2022-01-29 09:15:37+09",14,11,400,3
127,"2022-01-29 09:15:37+09",34,11,400,2
128,"2022-01-29 18:48:26+09",15,11,500,0
128,"2022-01-29 18:48:26+09",30,11,500,0
128,"2022-01-29 18:48:26+09",40,11,500,1
129,"2022-01-29 21:01:40+09",9,11,250,0
129,"2022-01-29 21:01:40+09",26,11,250,0
129,"2022-01-29 21:01:40+09",47,11,250,0
130,"2022-03-19 08:28:06+09",1,11,25,4
130,"2022-03-19 08:28:06+09",7,11,25,5
130,"2022-03-19 08:28:06+09",8,11,25,4
131,"2022-03-19 18:33:30+09",16,11,250,4
131,"2022-03-19 18:33:30+09",26,11,250,3
131,"2022-03-19 18:33:30+09",36,11,250,2
132,"2022-03-19 20:27:39+09",11,11,25,3
132,"2022-03-19 20:27:39+09",41,11,25,2
132,"2022-03-19 20:27:39+09",47,11,25,1
133,"2022-09-12 12:07:22+09",8,11,50,5
133,"2022-09-12 12:07:22+09",22,11,50,3
133,"2022-09-12 12:07:22+09",36,11,50,2
134,"2022-09-12 19:54:21+09",22,11,50,2
134,"2022-09-12 19:54:21+09",33,11,50,3
134,"2022-09-12 19:54:21+09",42,11,50,2
135,"2022-09-12 23:24:33+09",7,11,300,5
135,"2022-09-12 23:24:33+09",15,11,300,0
135,"2022-09-12 23:24:33+09",21,11,300,2
136,"2022-02-26 12:55:07+09",5,11,250,5
136,"2022-02-26 12:55:07+09",9,11,250,0
136,"2022-02-26 12:55:07+09",37,11,250,0
137,"2022-02-26 19:16:45+09",12,11,50,0
137,"2022-02-26 19:16:45+09",40,11,50,0
137,"2022-02-26 19:16:45+09",49,11,50,0
138,"2022-02-26 21:09:46+09",28,11,100,0
138,"2022-02-26 21:09:46+09",43,11,100,2
138,"2022-02-26 21:09:46+09",47,11,100,2
139,"2022-08-01 11:03:36+09",15,11,250,0
139,"2022-08-01 11:03:36+09",34,11,250,3
139,"2022-08-01 11:03:36+09",49,11,250,1
140,"2022-08-01 18:10:59+09",1,11,100,5
140,"2022-08-01 18:10:59+09",24,11,100,0
140,"2022-08-01 18:10:59+09",26,11,100,2
141,"2022-08-01 20:07:48+09",2,11,50,0
141,"2022-08-01 20:07:48+09",39,11,50,0
141,"2022-08-01 20:07:48+09",46,11,50,0
142,"2022-04-18 13:40:36+09",2,11,200,4
142,"2022-04-18 13:40:36+09",27,11,200,0
142,"2022-04-18 13:40:36+09",39,11,200,3
143,"2022-04-18 19:37:28+09",6,11,250,5
143,"2022-04-18 19:37:28+09",12,11,250,4
143,"2022-04-18 19:37:28+09",47,11,250,1
144,"2022-04-18 21:54:46+09",6,11,500,0
144,"2022-04-18 21:54:46+09",42,11,500,1
144,"2022-04-18 21:54:46+09",47,11,500,1
145,"2022-01-31 12:56:48+09",6,10,250,4
145,"2022-01-31 12:56:48+09",11,10,250,4
145,"2022-01-31 12:56:48+09",18,10,250,3
146,"2022-01-31 18:24:09+09",5,10,500,0
146,"2022-01-31 18:24:09+09",33,10,500,2
146,"2022-01-31 18:24:09+09",38,10,500,2
147,"2022-01-31 21:49:53+09",7,10,50,5
147,"2022-01-31 21:49:53+09",25,10,50,2
147,"2022-01-31 21:49:53+09",37,10,50,3
148,"2022-11-29 09:07:53+09",18,10,100,4
148,"2022-11-29 09:07:53+09",24,10,100,0
148,"2022-11-29 09:07:53+09",45,10,100,1
149,"2022-11-29 17:14:38+09",23,10,25,0
149,"2022-11-29 17:14:38+09",36,10,25,3
149,"2022-11-29 17:14:38+09",38,10,25,0
150,"2022-11-29 21:56:30+09",20,10,200,0
150,"2022-11-29 21:56:30+09",29,10,200,3
150,"2022-11-29 21:56:30+09",49,10,200,0
151,"2022-01-29 12:15:30+09",7,10,100,5
151,"2022-01-29 12:15:30+09",16,10,100,4
151,"2022-01-29 12:15:30+09",20,10,100,3
152,"2022-01-29 19:35:48+09",3,10,25,5
152,"2022-01-29 19:35:48+09",16,10,25,0
152,"2022-01-29 19:35:48+09",40,10,25,0
153,"2022-01-29 22:09:13+09",7,10,50,0
153,"2022-01-29 22:09:13+09",25,10,50,3
153,"2022-01-29 22:09:13+09",34,10,50,2
154,"2022-09-03 13:50:41+09",7,10,250,5
154,"2022-09-03 13:50:41+09",13,10,250,0
154,"2022-09-03 13:50:41+09",44,10,250,0
155,"2022-09-03 19:22:10+09",21,10,200,2
155,"2022-09-03 19:22:10+09",40,10,200,2
155,"2022-09-03 19:22:10+09",49,10,200,2
156,"2022-09-03 22:35:31+09",12,10,250,4
156,"2022-09-03 22:35:31+09",15,10,250,4
156,"2022-09-03 22:35:31+09",49,10,250,2
157,"2022-08-24 13:09:14+09",23,10,200,0
157,"2022-08-24 13:09:14+09",32,10,200,3
157,"2022-08-24 13:09:14+09",42,10,200,2
158,"2022-08-24 19:17:29+09",1,10,250,4
158,"2022-08-24 19:17:29+09",5,10,250,0
158,"2022-08-24 19:17:29+09",28,10,250,2
159,"2022-08-24 20:35:41+09",7,10,250,0
159,"2022-08-24 20:35:41+09",26,10,250,0
159,"2022-08-24 20:35:41+09",32,10,250,2
160,"2022-12-29 07:09:35+09",5,10,25,0
160,"2022-12-29 07:09:35+09",23,10,25,0
160,"2022-12-29 07:09:35+09",49,10,25,2
161,"2022-12-29 18:07:06+09",3,10,400,4
161,"2022-12-29 18:07:06+09",19,10,400,4
161,"2022-12-29 18:07:06+09",33,10,400,0
162,"2022-12-29 21:55:06+09",3,10,500,0
162,"2022-12-29 21:55:06+09",13,10,500,3
162,"2022-12-29 21:55:06+09",22,10,500,3
163,"2022-08-19 13:39:30+09",8,10,200,5
163,"2022-08-19 13:39:30+09",12,10,200,0
163,"2022-08-19 13:39:30+09",37,10,200,3
164,"2022-08-19 19:40:42+09",11,10,300,4
164,"2022-08-19 19:40:42+09",45,10,300,1
164,"2022-08-19 19:40:42+09",48,10,300,1
165,"2022-08-19 23:28:13+09",12,10,50,4
165,"2022-08-19 23:28:13+09",18,10,50,3
165,"2022-08-19 23:28:13+09",46,10,50,1
166,"2022-06-18 11:35:37+09",23,10,100,2
166,"2022-06-18 11:35:37+09",46,10,100,2
166,"2022-06-18 11:35:37+09",47,10,100,0
167,"2022-06-18 19:25:27+09",2,10,300,0
167,"2022-06-18 19:25:27+09",17,10,300,0
167,"2022-06-18 19:25:27+09",43,10,300,2
168,"2022-06-18 22:13:21+09",22,10,250,3
168,"2022-06-18 22:13:21+09",39,10,250,2
168,"2022-06-18 22:13:21+09",49,10,250,0
169,"2022-05-10 07:01:21+09",9,10,250,4
169,"2022-05-10 07:01:21+09",18,10,250,3
169,"2022-05-10 07:01:21+09",43,10,250,2
170,"2022-05-10 18:18:47+09",6,10,250,0
170,"2022-05-10 18:18:47+09",15,10,250,3
170,"2022-05-10 18:18:47+09",16,10,250,4
171,"2022-05-10 22:52:23+09",19,10,25,0
171,"2022-05-10 22:52:23+09",29,10,25,0
171,"2022-05-10 22:52:23+09",41,10,25,2
172,"2022-09-26 11:47:41+09",16,10,500,4
172,"2022-09-26 11:47:41+09",28,10,500,0
172,"2022-09-26 11:47:41+09",34,10,500,2
173,"2022-09-26 19:24:13+09",4,10,300,5
173,"2022-09-26 19:24:13+09",32,10,300,2
173,"2022-09-26 19:24:13+09",45,10,300,2
174,"2022-09-26 23:19:02+09",8,10,100,4
174,"2022-09-26 23:19:02+09",32,10,100,0
174,"2022-09-26 23:19:02+09",33,10,100,0
175,"2022-08-19 12:50:53+09",3,10,200,5
175,"2022-08-19 12:50:53+09",16,10,200,0
175,"2022-08-19 12:50:53+09",32,10,200,3
176,"2022-08-19 17:46:58+09",8,10,100,0
176,"2022-08-19 17:46:58+09",45,10,100,0
176,"2022-08-19 17:46:58+09",47,10,100,1
177,"2022-08-19 23:56:40+09",17,10,250,0
177,"2022-08-19 23:56:40+09",33,10,250,2
177,"2022-08-19 23:56:40+09",34,10,250,3
178,"2022-07-13 11:19:21+09",2,10,100,0
178,"2022-07-13 11:19:21+09",23,10,100,3
178,"2022-07-13 11:19:21+09",35,10,100,3
179,"2022-07-13 17:35:33+09",32,10,250,0
179,"2022-07-13 17:35:33+09",35,10,250,0
